"scaffold","number_of_loci","Sequence.Length"
"OLKM01002698.1",2,57626
"OLKM01002699.1",2,57615
"OLKM01002703.1",2,57478
"OLKM01002736.1",2,56391
"OLKM01002742.1",2,56227
"OLKM01002755.1",2,55871
"OLKM01002762.1",2,55601
"OLKM01002765.1",2,55469
"OLKM01002774.1",2,55197
"OLKM01002776.1",2,55091
"OLKM01002778.1",2,55065
"OLKM01002782.1",2,54926
"OLKM01002784.1",2,54812
"OLKM01002790.1",2,54673
"OLKM01002794.1",2,54615
"OLKM01002815.1",2,53766
"OLKM01002827.1",2,53278
"OLKM01002829.1",2,53249
"OLKM01002837.1",2,52900
"OLKM01002839.1",2,52886
"OLKM01002850.1",2,52397
"OLKM01002862.1",2,51932
"OLKM01002866.1",2,51752
"OLKM01002867.1",2,51724
"OLKM01002894.1",2,50969
"OLKM01002904.1",2,50593
"OLKM01002908.1",2,50410
"OLKM01002915.1",2,50229
"OLKM01002918.1",2,50007
"OLKM01002925.1",2,49859
"OLKM01002940.1",2,49235
"OLKM01002941.1",2,49192
"OLKM01002943.1",2,49043
"OLKM01002944.1",2,48974
"OLKM01002948.1",2,48854
"OLKM01002951.1",2,48813
"OLKM01002961.1",2,48423
"OLKM01002972.1",2,47807
"OLKM01002977.1",2,47701
"OLKM01002979.1",2,47649
"OLKM01002998.1",2,47320
"OLKM01002999.1",2,47278
"OLKM01003005.1",2,47148
"OLKM01003006.1",2,47134
"OLKM01003017.1",2,46701
"OLKM01003058.1",2,45471
"OLKM01003066.1",2,45227
"OLKM01003078.1",2,44731
"OLKM01003086.1",2,44555
"OLKM01003087.1",2,44491
"OLKM01003102.1",2,44149
"OLKM01003122.1",2,43479
"OLKM01003135.1",2,43072
"OLKM01003136.1",2,43053
"OLKM01003137.1",2,43024
"OLKM01003139.1",2,42995
"OLKM01003141.1",2,42981
"OLKM01003142.1",2,42953
"OLKM01003145.1",2,42898
"OLKM01003149.1",2,42755
"OLKM01003159.1",2,42667
"OLKM01003161.1",2,42644
"OLKM01003166.1",2,42452
"OLKM01003171.1",2,42312
"OLKM01003175.1",2,42221
"OLKM01003184.1",2,42030
"OLKM01003186.1",2,42016
"OLKM01003192.1",2,41824
"OLKM01003196.1",2,41761
"OLKM01003204.1",2,41376
"OLKM01003207.1",2,41290
"OLKM01003210.1",2,41244
"OLKM01003217.1",2,41035
"OLKM01003220.1",2,40973
"OLKM01003227.1",2,40833
"OLKM01003246.1",2,40319
"OLKM01003248.1",2,40148
"OLKM01003262.1",2,39941
"OLKM01003263.1",2,39938
"OLKM01003265.1",2,39892
"OLKM01003282.1",2,39551
"OLKM01003285.1",2,39488
"OLKM01003286.1",2,39486
"OLKM01003290.1",2,39423
"OLKM01003291.1",2,39364
"OLKM01003297.1",2,39244
"OLKM01003302.1",2,39157
"OLKM01003305.1",2,39099
"OLKM01003306.1",2,39097
"OLKM01003310.1",2,39043
"OLKM01003316.1",2,38831
"OLKM01003328.1",2,38625
"OLKM01003330.1",2,38600
"OLKM01003331.1",2,38598
"OLKM01003333.1",2,38581
"OLKM01003338.1",2,38431
"OLKM01003352.1",2,38245
"OLKM01003360.1",2,38019
"OLKM01003361.1",2,38013
"OLKM01003369.1",2,37790
"OLKM01003370.1",2,37767
"OLKM01003388.1",2,37485
"OLKM01003389.1",2,37459
"OLKM01003392.1",2,37385
"OLKM01003405.1",2,37133
"OLKM01003406.1",2,37104
"OLKM01003413.1",2,36981
"OLKM01003414.1",2,36972
"OLKM01003430.1",2,36643
"OLKM01003431.1",2,36638
"OLKM01003442.1",2,36420
"OLKM01003466.1",2,35937
"OLKM01003469.1",2,35845
"OLKM01003473.1",2,35738
"OLKM01003479.1",2,35617
"OLKM01003480.1",2,35608
"OLKM01003500.1",2,35202
"OLKM01003505.1",2,35078
"OLKM01003513.1",2,34971
"OLKM01003525.1",2,34703
"OLKM01003538.1",2,34388
"OLKM01003554.1",2,34127
"OLKM01003556.1",2,34058
"OLKM01003559.1",2,34005
"OLKM01003579.1",2,33721
"OLKM01003587.1",2,33631
"OLKM01003591.1",2,33551
"OLKM01003612.1",2,33261
"OLKM01003614.1",2,33210
"OLKM01003615.1",2,33184
"OLKM01003630.1",2,32929
"OLKM01003632.1",2,32903
"OLKM01003637.1",2,32809
"OLKM01003647.1",2,32716
"OLKM01003648.1",2,32695
"OLKM01003682.1",2,32185
"OLKM01003684.1",2,32129
"OLKM01003697.1",2,31837
"OLKM01003699.1",2,31805
"OLKM01003702.1",2,31733
"OLKM01003704.1",2,31697
"OLKM01003710.1",2,31602
"OLKM01003713.1",2,31582
"OLKM01003741.1",2,30989
"OLKM01003744.1",2,30864
"OLKM01003751.1",2,30662
"OLKM01003756.1",2,30513
"OLKM01003772.1",2,30232
"OLKM01003778.1",2,30088
"OLKM01003781.1",2,30069
"OLKM01003805.1",2,29635
"OLKM01003808.1",2,29612
"OLKM01003819.1",2,29393
"OLKM01003858.1",2,28836
"OLKM01003863.1",2,28789
"OLKM01003868.1",2,28764
"OLKM01003869.1",2,28763
"OLKM01003870.1",2,28695
"OLKM01003877.1",2,28514
"OLKM01003883.1",2,28395
"OLKM01003910.1",2,27925
"OLKM01003914.1",2,27899
"OLKM01003928.1",2,27705
"OLKM01003931.1",2,27662
"OLKM01003942.1",2,27525
"OLKM01003967.1",2,27138
"OLKM01003968.1",2,27126
"OLKM01003976.1",2,27053
"OLKM01003982.1",2,26845
"OLKM01003988.1",2,26805
"OLKM01003990.1",2,26787
"OLKM01003997.1",2,26706
"OLKM01004012.1",2,26539
"OLKM01004022.1",2,26452
"OLKM01004026.1",2,26413
"OLKM01004051.1",2,26078
"OLKM01004057.1",2,25964
"OLKM01004074.1",2,25781
"OLKM01004084.1",2,25670
"OLKM01004086.1",2,25631
"OLKM01004087.1",2,25630
"OLKM01004103.1",2,25428
"OLKM01004121.1",2,25227
"OLKM01004132.1",2,25092
"OLKM01004138.1",2,24994
"OLKM01004141.1",2,24965
"OLKM01004142.1",2,24945
"OLKM01004145.1",2,24897
"OLKM01004147.1",2,24883
"OLKM01004148.1",2,24873
"OLKM01004178.1",2,24510
"OLKM01004179.1",2,24486
"OLKM01004194.1",2,24368
"OLKM01004200.1",2,24312
"OLKM01004206.1",2,24276
"OLKM01004211.1",2,24249
"OLKM01004219.1",2,24211
"OLKM01004224.1",2,24170
"OLKM01004234.1",2,24114
"OLKM01004239.1",2,24053
"OLKM01004240.1",2,24030
"OLKM01004241.1",2,24017
"OLKM01004250.1",2,23968
"OLKM01004268.1",2,23842
"OLKM01004314.1",2,23401
"OLKM01004316.1",2,23362
"OLKM01004318.1",2,23353
"OLKM01004337.1",2,23176
"OLKM01004344.1",2,23137
"OLKM01004347.1",2,23121
"OLKM01004353.1",2,23055
"OLKM01004354.1",2,23055
"OLKM01004355.1",2,23043
"OLKM01004374.1",2,22871
"OLKM01004376.1",2,22861
"OLKM01004396.1",2,22720
"OLKM01004397.1",2,22713
"OLKM01004426.1",2,22500
"OLKM01004431.1",2,22480
"OLKM01004436.1",2,22448
"OLKM01004448.1",2,22336
"OLKM01004450.1",2,22325
"OLKM01004452.1",2,22299
"OLKM01004453.1",2,22289
"OLKM01004478.1",2,22122
"OLKM01004493.1",2,21995
"OLKM01004494.1",2,21993
"OLKM01004499.1",2,21961
"OLKM01004506.1",2,21902
"OLKM01004519.1",2,21839
"OLKM01004538.1",2,21699
"OLKM01004549.1",2,21634
"OLKM01004574.1",2,21505
"OLKM01004580.1",2,21463
"OLKM01004582.1",2,21421
"OLKM01004591.1",2,21339
"OLKM01004597.1",2,21310
"OLKM01004645.1",2,20919
"OLKM01004658.1",2,20801
"OLKM01004660.1",2,20794
"OLKM01004677.1",2,20683
"OLKM01004689.1",2,20613
"OLKM01004704.1",2,20524
"OLKM01004707.1",2,20508
"OLKM01004727.1",2,20366
"OLKM01004732.1",2,20354
"OLKM01004747.1",2,20259
"OLKM01004750.1",2,20249
"OLKM01004754.1",2,20235
"OLKM01004772.1",2,20155
"OLKM01004805.1",2,19975
"OLKM01004837.1",2,19750
"OLKM01004846.1",2,19700
"OLKM01004854.1",2,19639
"OLKM01004866.1",2,19554
"OLKM01004935.1",2,19255
"OLKM01004957.1",2,19139
"OLKM01004958.1",2,19136
"OLKM01004961.1",2,19129
"OLKM01004966.1",2,19112
"OLKM01004971.1",2,19100
"OLKM01004974.1",2,19076
"OLKM01004981.1",2,19033
"OLKM01005012.1",2,18907
"OLKM01005014.1",2,18905
"OLKM01005017.1",2,18888
"OLKM01005032.1",2,18796
"OLKM01005037.1",2,18763
"OLKM01005044.1",2,18737
"OLKM01005045.1",2,18729
"OLKM01005048.1",2,18709
"OLKM01005054.1",2,18692
"OLKM01005088.1",2,18520
"OLKM01005089.1",2,18514
"OLKM01005094.1",2,18464
"OLKM01005100.1",2,18429
"OLKM01005126.1",2,18314
"OLKM01005127.1",2,18313
"OLKM01005143.1",2,18266
"OLKM01005148.1",2,18238
"OLKM01005150.1",2,18234
"OLKM01005167.1",2,18172
"OLKM01005169.1",2,18159
"OLKM01005194.1",2,18084
"OLKM01005196.1",2,18067
"OLKM01005218.1",2,17951
"OLKM01005223.1",2,17935
"OLKM01005227.1",2,17920
"OLKM01005231.1",2,17902
"OLKM01005234.1",2,17896
"OLKM01005257.1",2,17802
"OLKM01005260.1",2,17787
"OLKM01005332.1",2,17515
"OLKM01005348.1",2,17467
"OLKM01005362.1",2,17420
"OLKM01005367.1",2,17406
"OLKM01005371.1",2,17395
"OLKM01005380.1",2,17365
"OLKM01005390.1",2,17328
"OLKM01005400.1",2,17308
"OLKM01005404.1",2,17288
"OLKM01005417.1",2,17236
"OLKM01005432.1",2,17182
"OLKM01005434.1",2,17179
"OLKM01005438.1",2,17159
"OLKM01005441.1",2,17156
"OLKM01005449.1",2,17128
"OLKM01005479.1",2,17030
"OLKM01005484.1",2,17010
"OLKM01005491.1",2,16984
"OLKM01005492.1",2,16984
"OLKM01005581.1",2,16705
"OLKM01005597.1",2,16638
"OLKM01005606.1",2,16603
"OLKM01005607.1",2,16594
"OLKM01005611.1",2,16583
"OLKM01005615.1",2,16573
"OLKM01005644.1",2,16465
"OLKM01005652.1",2,16430
"OLKM01005660.1",2,16395
"OLKM01005665.1",2,16380
"OLKM01005676.1",2,16311
"OLKM01005686.1",2,16249
"OLKM01005693.1",2,16223
"OLKM01005708.1",2,16165
"OLKM01005717.1",2,16141
"OLKM01005725.1",2,16108
"OLKM01005738.1",2,16053
"OLKM01005751.1",2,16028
"OLKM01005762.1",2,16001
"OLKM01005765.1",2,15989
"OLKM01005775.1",2,15956
"OLKM01005810.1",2,15871
"OLKM01005811.1",2,15870
"OLKM01005814.1",2,15861
"OLKM01005818.1",2,15845
"OLKM01005826.1",2,15831
"OLKM01005827.1",2,15828
"OLKM01005834.1",2,15809
"OLKM01005835.1",2,15805
"OLKM01005837.1",2,15805
"OLKM01005862.1",2,15739
"OLKM01005924.1",2,15567
"OLKM01005932.1",2,15539
"OLKM01005959.1",2,15472
"OLKM01005977.1",2,15404
"OLKM01005986.1",2,15381
"OLKM01005993.1",2,15362
"OLKM01005996.1",2,15352
"OLKM01006000.1",2,15345
"OLKM01006022.1",2,15282
"OLKM01006026.1",2,15277
"OLKM01006027.1",2,15277
"OLKM01006044.1",2,15242
"OLKM01006058.1",2,15212
"OLKM01006075.1",2,15170
"OLKM01006079.1",2,15164
"OLKM01006097.1",2,15123
"OLKM01006113.1",2,15090
"OLKM01006116.1",2,15082
"OLKM01006128.1",2,15053
"OLKM01006136.1",2,15034
"OLKM01006147.1",2,15010
"OLKM01006153.1",2,14993
"OLKM01006155.1",2,14990
"OLKM01006159.1",2,14975
"OLKM01006199.1",2,14877
"OLKM01006217.1",2,14824
"OLKM01006218.1",2,14816
"OLKM01006244.1",2,14754
"OLKM01006252.1",2,14725
"OLKM01006253.1",2,14723
"OLKM01006259.1",2,14703
"OLKM01006263.1",2,14698
"OLKM01006269.1",2,14678
"OLKM01006285.1",2,14649
"OLKM01006287.1",2,14648
"OLKM01006294.1",2,14635
"OLKM01006296.1",2,14629
"OLKM01006316.1",2,14586
"OLKM01006348.1",2,14503
"OLKM01006354.1",2,14492
"OLKM01006356.1",2,14485
"OLKM01006377.1",2,14433
"OLKM01006380.1",2,14430
"OLKM01006381.1",2,14429
"OLKM01006385.1",2,14419
"OLKM01006424.1",2,14315
"OLKM01006427.1",2,14313
"OLKM01006431.1",2,14304
"OLKM01006433.1",2,14300
"OLKM01006434.1",2,14299
"OLKM01006435.1",2,14298
"OLKM01006442.1",2,14273
"OLKM01006448.1",2,14260
"OLKM01006452.1",2,14236
"OLKM01006456.1",2,14225
"OLKM01006467.1",2,14176
"OLKM01006473.1",2,14166
"OLKM01006476.1",2,14161
"OLKM01006480.1",2,14157
"OLKM01006520.1",2,14044
"OLKM01006531.1",2,14020
"OLKM01006539.1",2,13995
"OLKM01006553.1",2,13958
"OLKM01006565.1",2,13927
"OLKM01006569.1",2,13925
"OLKM01006570.1",2,13920
"OLKM01006577.1",2,13898
"OLKM01006584.1",2,13887
"OLKM01006603.1",2,13848
"OLKM01006629.1",2,13788
"OLKM01006631.1",2,13769
"OLKM01006641.1",2,13741
"OLKM01006656.1",2,13696
"OLKM01006657.1",2,13694
"OLKM01006662.1",2,13687
"OLKM01006669.1",2,13663
"OLKM01006671.1",2,13661
"OLKM01006677.1",2,13651
"OLKM01006678.1",2,13648
"OLKM01006700.1",2,13597
"OLKM01006708.1",2,13581
"OLKM01006727.1",2,13544
"OLKM01006737.1",2,13522
"OLKM01006743.1",2,13510
"OLKM01006759.1",2,13475
"OLKM01006765.1",2,13447
"OLKM01006807.1",2,13360
"OLKM01006844.1",2,13262
"OLKM01006851.1",2,13248
"OLKM01006861.1",2,13219
"OLKM01006866.1",2,13210
"OLKM01006882.1",2,13173
"OLKM01006905.1",2,13129
"OLKM01006909.1",2,13121
"OLKM01006911.1",2,13121
"OLKM01006918.1",2,13094
"OLKM01006925.1",2,13089
"OLKM01006928.1",2,13081
"OLKM01006959.1",2,12999
"OLKM01006962.1",2,12985
"OLKM01006965.1",2,12980
"OLKM01006980.1",2,12930
"OLKM01007001.1",2,12886
"OLKM01007003.1",2,12885
"OLKM01007010.1",2,12870
"OLKM01007013.1",2,12860
"OLKM01007026.1",2,12821
"OLKM01007080.1",2,12686
"OLKM01007088.1",2,12665
"OLKM01007143.1",2,12522
"OLKM01007158.1",2,12476
"OLKM01007180.1",2,12422
"OLKM01007184.1",2,12413
"OLKM01007224.1",2,12304
"OLKM01007228.1",2,12288
"OLKM01007231.1",2,12264
"OLKM01007244.1",2,12236
"OLKM01007249.1",2,12227
"OLKM01007274.1",2,12154
"OLKM01007277.1",2,12144
"OLKM01007283.1",2,12130
"OLKM01007295.1",2,12104
"OLKM01007299.1",2,12094
"OLKM01007302.1",2,12092
"OLKM01007310.1",2,12080
"OLKM01007319.1",2,12057
"OLKM01007337.1",2,12026
"OLKM01007340.1",2,12013
"OLKM01007359.1",2,11982
"OLKM01007365.1",2,11976
"OLKM01007376.1",2,11948
"OLKM01007391.1",2,11910
"OLKM01007399.1",2,11899
"OLKM01007401.1",2,11897
"OLKM01007404.1",2,11890
"OLKM01007442.1",2,11811
"OLKM01007453.1",2,11789
"OLKM01007459.1",2,11759
"OLKM01007476.1",2,11725
"OLKM01007480.1",2,11715
"OLKM01007497.1",2,11680
"OLKM01007501.1",2,11673
"OLKM01007503.1",2,11663
"OLKM01007511.1",2,11635
"OLKM01007518.1",2,11603
"OLKM01007542.1",2,11527
"OLKM01007545.1",2,11513
"OLKM01007550.1",2,11485
"OLKM01007557.1",2,11460
"OLKM01007560.1",2,11449
"OLKM01007581.1",2,11392
"OLKM01007582.1",2,11391
"OLKM01007588.1",2,11374
"OLKM01007592.1",2,11368
"OLKM01007596.1",2,11354
"OLKM01007611.1",2,11308
"OLKM01007613.1",2,11304
"OLKM01007614.1",2,11302
"OLKM01007659.1",2,11173
"OLKM01007673.1",2,11131
"OLKM01007690.1",2,11059
"OLKM01007705.1",2,11016
"OLKM01007727.1",2,10964
"OLKM01007733.1",2,10942
"OLKM01007747.1",2,10908
"OLKM01007763.1",2,10866
"OLKM01007778.1",2,10827
"OLKM01007779.1",2,10819
"OLKM01007783.1",2,10814
"OLKM01007789.1",2,10800
"OLKM01007809.1",2,10741
"OLKM01007820.1",2,10715
"OLKM01007827.1",2,10695
"OLKM01007860.1",2,10575
"OLKM01007868.1",2,10566
"OLKM01007872.1",2,10555
"OLKM01007879.1",2,10536
"OLKM01007915.1",2,10397
"OLKM01007922.1",2,10383
"OLKM01007923.1",2,10382
"OLKM01007924.1",2,10370
"OLKM01007931.1",2,10345
"OLKM01007942.1",2,10305
"OLKM01007948.1",2,10290
"OLKM01007955.1",2,10250
"OLKM01007959.1",2,10240
"OLKM01007991.1",2,10140
"OLKM01008001.1",2,10104
"OLKM01008008.1",2,10070
"OLKM01008021.1",2,10027
"OLKM01008024.1",2,10016
"OLKM01008027.1",2,10000
"OLKM01008033.1",2,9978
"OLKM01008044.1",2,9935
"OLKM01008049.1",2,9837
"OLKM01008097.1",2,8858
"OLKM01008101.1",2,8769
"OLKM01008109.1",2,8642
"OLKM01008118.1",2,8433
"OLKM01008119.1",2,8376
"OLKM01008215.1",2,5546
"OLKM01008226.1",2,5268
"OLKM01008249.1",2,4733
"OLKM01008274.1",2,4202
"OLKM01008278.1",2,4081
"OLKM01008293.1",2,3847
"OLKM01008312.1",2,3546
"OLKM01008315.1",2,3492
"OLKM01008322.1",2,3375
"OLKM01008331.1",2,3261
"OLKM01008334.1",2,3203
"OLKM01008335.1",2,3197
"OLKM01008347.1",2,3038
"OLKM01008375.1",2,2667
"OLKM01008384.1",2,2579
"OLKM01008411.1",2,2274
"OLKM01000882.1",1,208954
"OLKM01001436.1",1,135703
"OLKM01001444.1",1,135196
"OLKM01001460.1",1,133512
"OLKM01001492.1",1,130871
"OLKM01001576.1",1,121163
"OLKM01001579.1",1,120815
"OLKM01001586.1",1,120436
"OLKM01001616.1",1,118729
"OLKM01001777.1",1,106204
"OLKM01001803.1",1,104310
"OLKM01001881.1",1,99254
"OLKM01001901.1",1,97494
"OLKM01001918.1",1,96091
"OLKM01001931.1",1,95171
"OLKM01001944.1",1,94189
"OLKM01001951.1",1,93575
"OLKM01001963.1",1,92604
"OLKM01002029.1",1,88924
"OLKM01002031.1",1,88772
"OLKM01002037.1",1,88647
"OLKM01002060.1",1,87234
"OLKM01002062.1",1,87170
"OLKM01002064.1",1,87043
"OLKM01002143.1",1,83163
"OLKM01002161.1",1,82241
"OLKM01002203.1",1,79642
"OLKM01002205.1",1,79560
"OLKM01002221.1",1,78729
"OLKM01002225.1",1,78507
"OLKM01002239.1",1,77830
"OLKM01002246.1",1,77467
"OLKM01002253.1",1,76945
"OLKM01002260.1",1,76617
"OLKM01002329.1",1,73943
"OLKM01002336.1",1,73549
"OLKM01002349.1",1,72972
"OLKM01002350.1",1,72969
"OLKM01002363.1",1,72420
"OLKM01002374.1",1,71867
"OLKM01002407.1",1,70462
"OLKM01002414.1",1,70179
"OLKM01002459.1",1,68228
"OLKM01002477.1",1,67386
"OLKM01002479.1",1,67165
"OLKM01002502.1",1,66500
"OLKM01002518.1",1,65555
"OLKM01002519.1",1,65525
"OLKM01002531.1",1,65149
"OLKM01002533.1",1,65099
"OLKM01002543.1",1,64828
"OLKM01002548.1",1,64577
"OLKM01002567.1",1,63705
"OLKM01002569.1",1,63583
"OLKM01002571.1",1,63563
"OLKM01002630.1",1,60796
"OLKM01002632.1",1,60730
"OLKM01002634.1",1,60643
"OLKM01002658.1",1,59508
"OLKM01002679.1",1,58380
"OLKM01002683.1",1,58065
"OLKM01002684.1",1,58045
"OLKM01002691.1",1,57869
"OLKM01002710.1",1,57218
"OLKM01002714.1",1,57059
"OLKM01002743.1",1,56179
"OLKM01002752.1",1,55946
"OLKM01002758.1",1,55778
"OLKM01002764.1",1,55475
"OLKM01002769.1",1,55251
"OLKM01002770.1",1,55247
"OLKM01002785.1",1,54796
"OLKM01002792.1",1,54617
"OLKM01002793.1",1,54617
"OLKM01002795.1",1,54607
"OLKM01002797.1",1,54514
"OLKM01002801.1",1,54406
"OLKM01002809.1",1,53988
"OLKM01002821.1",1,53482
"OLKM01002826.1",1,53322
"OLKM01002830.1",1,53239
"OLKM01002833.1",1,53113
"OLKM01002834.1",1,53071
"OLKM01002838.1",1,52891
"OLKM01002854.1",1,52179
"OLKM01002868.1",1,51676
"OLKM01002878.1",1,51442
"OLKM01002880.1",1,51397
"OLKM01002893.1",1,51003
"OLKM01002928.1",1,49745
"OLKM01002929.1",1,49714
"OLKM01002930.1",1,49689
"OLKM01002942.1",1,49146
"OLKM01002964.1",1,48043
"OLKM01002967.1",1,47917
"OLKM01002973.1",1,47786
"OLKM01002994.1",1,47422
"OLKM01003003.1",1,47165
"OLKM01003035.1",1,46275
"OLKM01003050.1",1,45768
"OLKM01003053.1",1,45614
"OLKM01003063.1",1,45315
"OLKM01003067.1",1,45172
"OLKM01003069.1",1,45126
"OLKM01003075.1",1,44865
"OLKM01003077.1",1,44843
"OLKM01003080.1",1,44649
"OLKM01003083.1",1,44600
"OLKM01003091.1",1,44399
"OLKM01003094.1",1,44329
"OLKM01003098.1",1,44264
"OLKM01003108.1",1,43876
"OLKM01003109.1",1,43781
"OLKM01003115.1",1,43682
"OLKM01003125.1",1,43450
"OLKM01003134.1",1,43114
"OLKM01003143.1",1,42945
"OLKM01003147.1",1,42809
"OLKM01003156.1",1,42701
"OLKM01003164.1",1,42458
"OLKM01003174.1",1,42260
"OLKM01003189.1",1,41866
"OLKM01003191.1",1,41830
"OLKM01003212.1",1,41162
"OLKM01003213.1",1,41082
"OLKM01003215.1",1,41048
"OLKM01003222.1",1,40951
"OLKM01003232.1",1,40774
"OLKM01003233.1",1,40752
"OLKM01003236.1",1,40607
"OLKM01003237.1",1,40597
"OLKM01003238.1",1,40556
"OLKM01003239.1",1,40550
"OLKM01003252.1",1,40090
"OLKM01003255.1",1,40033
"OLKM01003271.1",1,39763
"OLKM01003276.1",1,39662
"OLKM01003279.1",1,39575
"OLKM01003281.1",1,39553
"OLKM01003295.1",1,39262
"OLKM01003300.1",1,39179
"OLKM01003304.1",1,39147
"OLKM01003307.1",1,39073
"OLKM01003309.1",1,39043
"OLKM01003318.1",1,38756
"OLKM01003321.1",1,38704
"OLKM01003326.1",1,38651
"OLKM01003339.1",1,38421
"OLKM01003341.1",1,38403
"OLKM01003345.1",1,38349
"OLKM01003347.1",1,38330
"OLKM01003356.1",1,38079
"OLKM01003366.1",1,37867
"OLKM01003371.1",1,37743
"OLKM01003377.1",1,37636
"OLKM01003385.1",1,37538
"OLKM01003393.1",1,37361
"OLKM01003398.1",1,37227
"OLKM01003402.1",1,37158
"OLKM01003407.1",1,37092
"OLKM01003419.1",1,36834
"OLKM01003420.1",1,36796
"OLKM01003433.1",1,36610
"OLKM01003436.1",1,36557
"OLKM01003439.1",1,36474
"OLKM01003445.1",1,36367
"OLKM01003448.1",1,36291
"OLKM01003453.1",1,36195
"OLKM01003464.1",1,35982
"OLKM01003465.1",1,35960
"OLKM01003468.1",1,35859
"OLKM01003481.1",1,35586
"OLKM01003484.1",1,35484
"OLKM01003499.1",1,35215
"OLKM01003501.1",1,35185
"OLKM01003502.1",1,35174
"OLKM01003516.1",1,34902
"OLKM01003530.1",1,34640
"OLKM01003533.1",1,34540
"OLKM01003542.1",1,34307
"OLKM01003547.1",1,34253
"OLKM01003548.1",1,34224
"OLKM01003549.1",1,34219
"OLKM01003555.1",1,34123
"OLKM01003557.1",1,34048
"OLKM01003561.1",1,33980
"OLKM01003563.1",1,33960
"OLKM01003589.1",1,33612
"OLKM01003590.1",1,33565
"OLKM01003592.1",1,33547
"OLKM01003600.1",1,33467
"OLKM01003605.1",1,33311
"OLKM01003608.1",1,33292
"OLKM01003609.1",1,33284
"OLKM01003611.1",1,33266
"OLKM01003618.1",1,33166
"OLKM01003619.1",1,33155
"OLKM01003621.1",1,33096
"OLKM01003624.1",1,33056
"OLKM01003627.1",1,32959
"OLKM01003639.1",1,32790
"OLKM01003649.1",1,32673
"OLKM01003653.1",1,32605
"OLKM01003656.1",1,32533
"OLKM01003664.1",1,32417
"OLKM01003670.1",1,32348
"OLKM01003675.1",1,32284
"OLKM01003677.1",1,32270
"OLKM01003679.1",1,32233
"OLKM01003687.1",1,32087
"OLKM01003692.1",1,31902
"OLKM01003693.1",1,31885
"OLKM01003694.1",1,31869
"OLKM01003701.1",1,31757
"OLKM01003707.1",1,31683
"OLKM01003719.1",1,31407
"OLKM01003720.1",1,31393
"OLKM01003725.1",1,31317
"OLKM01003729.1",1,31209
"OLKM01003730.1",1,31200
"OLKM01003731.1",1,31168
"OLKM01003740.1",1,31020
"OLKM01003742.1",1,30946
"OLKM01003745.1",1,30842
"OLKM01003748.1",1,30726
"OLKM01003749.1",1,30690
"OLKM01003760.1",1,30450
"OLKM01003762.1",1,30398
"OLKM01003764.1",1,30327
"OLKM01003768.1",1,30283
"OLKM01003771.1",1,30238
"OLKM01003776.1",1,30153
"OLKM01003786.1",1,30001
"OLKM01003793.1",1,29883
"OLKM01003801.1",1,29756
"OLKM01003807.1",1,29626
"OLKM01003822.1",1,29305
"OLKM01003824.1",1,29284
"OLKM01003827.1",1,29239
"OLKM01003832.1",1,29205
"OLKM01003833.1",1,29204
"OLKM01003839.1",1,29072
"OLKM01003841.1",1,29055
"OLKM01003843.1",1,29014
"OLKM01003845.1",1,28995
"OLKM01003850.1",1,28916
"OLKM01003859.1",1,28835
"OLKM01003861.1",1,28813
"OLKM01003871.1",1,28657
"OLKM01003875.1",1,28561
"OLKM01003876.1",1,28524
"OLKM01003880.1",1,28436
"OLKM01003889.1",1,28300
"OLKM01003890.1",1,28294
"OLKM01003908.1",1,27975
"OLKM01003918.1",1,27861
"OLKM01003920.1",1,27799
"OLKM01003933.1",1,27633
"OLKM01003943.1",1,27525
"OLKM01003953.1",1,27354
"OLKM01003956.1",1,27324
"OLKM01003959.1",1,27305
"OLKM01003963.1",1,27244
"OLKM01003970.1",1,27108
"OLKM01003971.1",1,27102
"OLKM01003980.1",1,26878
"OLKM01003984.1",1,26834
"OLKM01003993.1",1,26763
"OLKM01003996.1",1,26713
"OLKM01003999.1",1,26686
"OLKM01004000.1",1,26678
"OLKM01004003.1",1,26646
"OLKM01004004.1",1,26642
"OLKM01004014.1",1,26510
"OLKM01004023.1",1,26437
"OLKM01004030.1",1,26326
"OLKM01004039.1",1,26261
"OLKM01004040.1",1,26204
"OLKM01004043.1",1,26145
"OLKM01004044.1",1,26138
"OLKM01004046.1",1,26107
"OLKM01004048.1",1,26086
"OLKM01004050.1",1,26081
"OLKM01004053.1",1,26050
"OLKM01004054.1",1,26032
"OLKM01004060.1",1,25939
"OLKM01004061.1",1,25935
"OLKM01004083.1",1,25676
"OLKM01004085.1",1,25662
"OLKM01004091.1",1,25579
"OLKM01004092.1",1,25575
"OLKM01004095.1",1,25502
"OLKM01004097.1",1,25478
"OLKM01004100.1",1,25456
"OLKM01004109.1",1,25358
"OLKM01004111.1",1,25328
"OLKM01004126.1",1,25122
"OLKM01004128.1",1,25116
"OLKM01004151.1",1,24840
"OLKM01004156.1",1,24801
"OLKM01004158.1",1,24775
"OLKM01004163.1",1,24727
"OLKM01004164.1",1,24726
"OLKM01004165.1",1,24702
"OLKM01004166.1",1,24697
"OLKM01004170.1",1,24638
"OLKM01004174.1",1,24595
"OLKM01004180.1",1,24486
"OLKM01004185.1",1,24460
"OLKM01004192.1",1,24374
"OLKM01004199.1",1,24335
"OLKM01004204.1",1,24291
"OLKM01004205.1",1,24283
"OLKM01004208.1",1,24272
"OLKM01004213.1",1,24238
