"scaffold","number_of_loci","Sequence.Length"
"OLKM01006671.1",2,13661
"OLKM01006672.1",2,13660
"OLKM01006711.1",2,13578
"OLKM01006719.1",2,13557
"OLKM01006720.1",2,13554
"OLKM01006737.1",2,13522
"OLKM01006739.1",2,13518
"OLKM01006760.1",2,13474
"OLKM01006765.1",2,13447
"OLKM01006784.1",2,13411
"OLKM01006790.1",2,13402
"OLKM01006798.1",2,13384
"OLKM01006805.1",2,13366
"OLKM01006810.1",2,13355
"OLKM01006826.1",2,13312
"OLKM01006878.1",2,13182
"OLKM01006890.1",2,13155
"OLKM01006895.1",2,13142
"OLKM01006904.1",2,13129
"OLKM01006906.1",2,13128
"OLKM01006908.1",2,13124
"OLKM01006909.1",2,13121
"OLKM01006910.1",2,13121
"OLKM01006911.1",2,13121
"OLKM01006925.1",2,13089
"OLKM01006949.1",2,13030
"OLKM01006956.1",2,13007
"OLKM01006957.1",2,13005
"OLKM01006982.1",2,12928
"OLKM01006985.1",2,12923
"OLKM01006991.1",2,12910
"OLKM01006994.1",2,12904
"OLKM01007004.1",2,12883
"OLKM01007010.1",2,12870
"OLKM01007024.1",2,12826
"OLKM01007063.1",2,12716
"OLKM01007075.1",2,12692
"OLKM01007087.1",2,12669
"OLKM01007108.1",2,12613
"OLKM01007127.1",2,12560
"OLKM01007138.1",2,12534
"OLKM01007147.1",2,12508
"OLKM01007161.1",2,12466
"OLKM01007180.1",2,12422
"OLKM01007185.1",2,12409
"OLKM01007204.1",2,12343
"OLKM01007216.1",2,12321
"OLKM01007223.1",2,12307
"OLKM01007235.1",2,12255
"OLKM01007238.1",2,12245
"OLKM01007239.1",2,12244
"OLKM01007245.1",2,12236
"OLKM01007273.1",2,12157
"OLKM01007274.1",2,12154
"OLKM01007276.1",2,12146
"OLKM01007307.1",2,12087
"OLKM01007316.1",2,12062
"OLKM01007340.1",2,12013
"OLKM01007363.1",2,11979
"OLKM01007391.1",2,11910
"OLKM01007406.1",2,11886
"OLKM01007414.1",2,11878
"OLKM01007424.1",2,11850
"OLKM01007442.1",2,11811
"OLKM01007448.1",2,11800
"OLKM01007449.1",2,11797
"OLKM01007467.1",2,11744
"OLKM01007497.1",2,11680
"OLKM01007499.1",2,11677
"OLKM01007501.1",2,11673
"OLKM01007503.1",2,11663
"OLKM01007516.1",2,11607
"OLKM01007528.1",2,11568
"OLKM01007532.1",2,11563
"OLKM01007545.1",2,11513
"OLKM01007557.1",2,11460
"OLKM01007566.1",2,11434
"OLKM01007576.1",2,11400
"OLKM01007592.1",2,11368
"OLKM01007597.1",2,11353
"OLKM01007606.1",2,11313
"OLKM01007614.1",2,11302
"OLKM01007626.1",2,11263
"OLKM01007673.1",2,11131
"OLKM01007720.1",2,10981
"OLKM01007726.1",2,10965
"OLKM01007727.1",2,10964
"OLKM01007728.1",2,10964
"OLKM01007730.1",2,10956
"OLKM01007731.1",2,10950
"OLKM01007736.1",2,10935
"OLKM01007744.1",2,10908
"OLKM01007745.1",2,10908
"OLKM01007747.1",2,10908
"OLKM01007757.1",2,10883
"OLKM01007758.1",2,10881
"OLKM01007776.1",2,10830
"OLKM01007798.1",2,10766
"OLKM01007820.1",2,10715
"OLKM01007823.1",2,10710
"OLKM01007836.1",2,10660
"OLKM01007845.1",2,10633
"OLKM01007849.1",2,10613
"OLKM01007860.1",2,10575
"OLKM01007864.1",2,10573
"OLKM01007868.1",2,10566
"OLKM01007872.1",2,10555
"OLKM01007878.1",2,10541
"OLKM01007920.1",2,10385
"OLKM01007923.1",2,10382
"OLKM01007929.1",2,10349
"OLKM01007945.1",2,10292
"OLKM01007956.1",2,10245
"OLKM01007963.1",2,10235
"OLKM01007964.1",2,10232
"OLKM01007967.1",2,10212
"OLKM01007992.1",2,10136
"OLKM01008017.1",2,10037
"OLKM01008018.1",2,10035
"OLKM01008021.1",2,10027
"OLKM01008039.1",2,9956
"OLKM01008044.1",2,9935
"OLKM01008051.1",2,9824
"OLKM01008052.1",2,9790
"OLKM01008077.1",2,9379
"OLKM01008115.1",2,8536
"OLKM01008175.1",2,6864
"OLKM01008210.1",2,5717
"OLKM01008226.1",2,5268
"OLKM01008233.1",2,5111
"OLKM01008278.1",2,4081
"OLKM01008283.1",2,4024
"OLKM01008329.1",2,3270
"OLKM01008331.1",2,3261
"OLKM01008339.1",2,3157
"OLKM01008342.1",2,3090
"OLKM01008361.1",2,2890
"OLKM01000585.1",1,269304
"OLKM01000698.1",1,240175
"OLKM01000729.1",1,233778
"OLKM01000939.1",1,198025
"OLKM01001180.1",1,163516
"OLKM01001243.1",1,155940
"OLKM01001254.1",1,154041
"OLKM01001301.1",1,149403
"OLKM01001321.1",1,147921
"OLKM01001342.1",1,145411
"OLKM01001356.1",1,144336
"OLKM01001364.1",1,142568
"OLKM01001489.1",1,131387
"OLKM01001511.1",1,128136
"OLKM01001519.1",1,127487
"OLKM01001550.1",1,124000
"OLKM01001560.1",1,122733
"OLKM01001562.1",1,122403
"OLKM01001616.1",1,118729
"OLKM01001617.1",1,118723
"OLKM01001620.1",1,118492
"OLKM01001643.1",1,116921
"OLKM01001669.1",1,114531
"OLKM01001670.1",1,114511
"OLKM01001672.1",1,114397
"OLKM01001731.1",1,109913
"OLKM01001759.1",1,107746
"OLKM01001766.1",1,106997
"OLKM01001768.1",1,106820
"OLKM01001775.1",1,106295
"OLKM01001777.1",1,106204
"OLKM01001778.1",1,106139
"OLKM01001791.1",1,105119
"OLKM01001819.1",1,103310
"OLKM01001850.1",1,101088
"OLKM01001873.1",1,99924
"OLKM01001886.1",1,98532
"OLKM01001887.1",1,98519
"OLKM01001891.1",1,98231
"OLKM01001905.1",1,97050
"OLKM01001918.1",1,96091
"OLKM01001922.1",1,95524
"OLKM01001931.1",1,95171
"OLKM01001949.1",1,93792
"OLKM01001951.1",1,93575
"OLKM01001964.1",1,92570
"OLKM01001981.1",1,91785
"OLKM01001983.1",1,91746
"OLKM01001987.1",1,91542
"OLKM01001993.1",1,91351
"OLKM01001998.1",1,90893
"OLKM01002004.1",1,90430
"OLKM01002011.1",1,89866
"OLKM01002020.1",1,89664
"OLKM01002048.1",1,88032
"OLKM01002049.1",1,87956
"OLKM01002062.1",1,87170
"OLKM01002078.1",1,86195
"OLKM01002097.1",1,85465
"OLKM01002099.1",1,85389
"OLKM01002113.1",1,84490
"OLKM01002138.1",1,83306
"OLKM01002144.1",1,83124
"OLKM01002174.1",1,81407
"OLKM01002182.1",1,80715
"OLKM01002183.1",1,80683
"OLKM01002192.1",1,80120
"OLKM01002197.1",1,79987
"OLKM01002203.1",1,79642
"OLKM01002211.1",1,79252
"OLKM01002225.1",1,78507
"OLKM01002231.1",1,78172
"OLKM01002241.1",1,77677
"OLKM01002245.1",1,77495
"OLKM01002254.1",1,76888
"OLKM01002256.1",1,76728
"OLKM01002283.1",1,75671
"OLKM01002284.1",1,75650
"OLKM01002297.1",1,75079
"OLKM01002299.1",1,74942
"OLKM01002300.1",1,74906
"OLKM01002312.1",1,74496
"OLKM01002319.1",1,74317
"OLKM01002320.1",1,74315
"OLKM01002322.1",1,74307
"OLKM01002357.1",1,72687
"OLKM01002363.1",1,72420
"OLKM01002365.1",1,72343
"OLKM01002374.1",1,71867
"OLKM01002389.1",1,71118
"OLKM01002391.1",1,71028
"OLKM01002396.1",1,70884
"OLKM01002403.1",1,70703
"OLKM01002414.1",1,70179
"OLKM01002417.1",1,70059
"OLKM01002422.1",1,69884
"OLKM01002432.1",1,69467
"OLKM01002436.1",1,69352
"OLKM01002437.1",1,69212
"OLKM01002457.1",1,68269
"OLKM01002459.1",1,68228
"OLKM01002467.1",1,67944
"OLKM01002470.1",1,67717
"OLKM01002472.1",1,67668
"OLKM01002489.1",1,66949
"OLKM01002497.1",1,66669
"OLKM01002502.1",1,66500
"OLKM01002507.1",1,66351
"OLKM01002508.1",1,66181
"OLKM01002509.1",1,66178
"OLKM01002512.1",1,65986
"OLKM01002515.1",1,65729
"OLKM01002519.1",1,65525
"OLKM01002521.1",1,65506
"OLKM01002529.1",1,65174
"OLKM01002566.1",1,63720
"OLKM01002569.1",1,63583
"OLKM01002577.1",1,63243
"OLKM01002578.1",1,63240
"OLKM01002579.1",1,63170
"OLKM01002583.1",1,62905
"OLKM01002592.1",1,62172
"OLKM01002593.1",1,62170
"OLKM01002598.1",1,62031
"OLKM01002625.1",1,61092
"OLKM01002631.1",1,60759
"OLKM01002633.1",1,60703
"OLKM01002635.1",1,60635
"OLKM01002648.1",1,60007
"OLKM01002658.1",1,59508
"OLKM01002685.1",1,58036
"OLKM01002687.1",1,57955
"OLKM01002700.1",1,57604
"OLKM01002704.1",1,57474
"OLKM01002708.1",1,57305
"OLKM01002720.1",1,56845
"OLKM01002729.1",1,56594
"OLKM01002741.1",1,56230
"OLKM01002746.1",1,56121
"OLKM01002747.1",1,56083
"OLKM01002749.1",1,56038
"OLKM01002753.1",1,55887
"OLKM01002758.1",1,55778
"OLKM01002762.1",1,55601
"OLKM01002764.1",1,55475
"OLKM01002765.1",1,55469
"OLKM01002770.1",1,55247
"OLKM01002774.1",1,55197
"OLKM01002778.1",1,55065
"OLKM01002785.1",1,54796
"OLKM01002794.1",1,54615
"OLKM01002797.1",1,54514
"OLKM01002801.1",1,54406
"OLKM01002811.1",1,53913
"OLKM01002814.1",1,53773
"OLKM01002815.1",1,53766
"OLKM01002829.1",1,53249
"OLKM01002835.1",1,53045
"OLKM01002837.1",1,52900
"OLKM01002838.1",1,52891
"OLKM01002839.1",1,52886
"OLKM01002843.1",1,52696
"OLKM01002844.1",1,52678
"OLKM01002846.1",1,52602
"OLKM01002852.1",1,52237
"OLKM01002860.1",1,51972
"OLKM01002868.1",1,51676
"OLKM01002870.1",1,51644
"OLKM01002887.1",1,51256
"OLKM01002893.1",1,51003
"OLKM01002897.1",1,50861
"OLKM01002901.1",1,50642
"OLKM01002903.1",1,50622
"OLKM01002924.1",1,49897
"OLKM01002925.1",1,49859
"OLKM01002930.1",1,49689
"OLKM01002938.1",1,49354
"OLKM01002944.1",1,48974
"OLKM01002973.1",1,47786
"OLKM01002979.1",1,47649
"OLKM01002987.1",1,47474
"OLKM01002996.1",1,47384
"OLKM01003000.1",1,47262
"OLKM01003001.1",1,47235
"OLKM01003003.1",1,47165
"OLKM01003015.1",1,46776
"OLKM01003031.1",1,46328
"OLKM01003041.1",1,46086
"OLKM01003047.1",1,45901
"OLKM01003061.1",1,45379
"OLKM01003063.1",1,45315
"OLKM01003069.1",1,45126
"OLKM01003076.1",1,44858
"OLKM01003077.1",1,44843
"OLKM01003078.1",1,44731
"OLKM01003079.1",1,44650
"OLKM01003083.1",1,44600
"OLKM01003089.1",1,44439
"OLKM01003097.1",1,44308
"OLKM01003099.1",1,44244
"OLKM01003102.1",1,44149
"OLKM01003118.1",1,43570
"OLKM01003119.1",1,43570
"OLKM01003122.1",1,43479
"OLKM01003127.1",1,43426
"OLKM01003132.1",1,43196
"OLKM01003136.1",1,43053
"OLKM01003140.1",1,42983
"OLKM01003149.1",1,42755
"OLKM01003151.1",1,42721
"OLKM01003160.1",1,42666
"OLKM01003169.1",1,42345
"OLKM01003170.1",1,42327
"OLKM01003173.1",1,42281
"OLKM01003175.1",1,42221
"OLKM01003177.1",1,42216
"OLKM01003180.1",1,42107
"OLKM01003184.1",1,42030
"OLKM01003185.1",1,42018
"OLKM01003186.1",1,42016
"OLKM01003188.1",1,41871
"OLKM01003196.1",1,41761
"OLKM01003212.1",1,41162
"OLKM01003217.1",1,41035
"OLKM01003218.1",1,41034
"OLKM01003220.1",1,40973
"OLKM01003221.1",1,40968
"OLKM01003227.1",1,40833
"OLKM01003230.1",1,40803
"OLKM01003232.1",1,40774
"OLKM01003237.1",1,40597
"OLKM01003245.1",1,40320
"OLKM01003261.1",1,39960
"OLKM01003262.1",1,39941
"OLKM01003275.1",1,39716
"OLKM01003283.1",1,39528
"OLKM01003284.1",1,39495
"OLKM01003286.1",1,39486
"OLKM01003304.1",1,39147
"OLKM01003305.1",1,39099
"OLKM01003313.1",1,38993
"OLKM01003314.1",1,38935
"OLKM01003317.1",1,38771
"OLKM01003318.1",1,38756
"OLKM01003321.1",1,38704
"OLKM01003323.1",1,38684
"OLKM01003325.1",1,38664
"OLKM01003327.1",1,38642
"OLKM01003328.1",1,38625
"OLKM01003345.1",1,38349
"OLKM01003353.1",1,38229
"OLKM01003354.1",1,38129
"OLKM01003376.1",1,37700
"OLKM01003381.1",1,37595
"OLKM01003383.1",1,37572
"OLKM01003391.1",1,37404
"OLKM01003394.1",1,37351
"OLKM01003398.1",1,37227
"OLKM01003401.1",1,37178
"OLKM01003404.1",1,37142
"OLKM01003405.1",1,37133
"OLKM01003406.1",1,37104
"OLKM01003408.1",1,37058
"OLKM01003410.1",1,37004
"OLKM01003414.1",1,36972
"OLKM01003423.1",1,36698
"OLKM01003427.1",1,36673
"OLKM01003433.1",1,36610
"OLKM01003442.1",1,36420
"OLKM01003444.1",1,36376
"OLKM01003452.1",1,36235
"OLKM01003455.1",1,36173
"OLKM01003466.1",1,35937
"OLKM01003468.1",1,35859
"OLKM01003476.1",1,35669
"OLKM01003477.1",1,35655
"OLKM01003478.1",1,35637
"OLKM01003481.1",1,35586
"OLKM01003484.1",1,35484
"OLKM01003496.1",1,35235
"OLKM01003498.1",1,35220
"OLKM01003500.1",1,35202
"OLKM01003519.1",1,34819
"OLKM01003521.1",1,34793
"OLKM01003533.1",1,34540
"OLKM01003556.1",1,34058
"OLKM01003559.1",1,34005
"OLKM01003561.1",1,33980
"OLKM01003563.1",1,33960
"OLKM01003572.1",1,33868
"OLKM01003585.1",1,33654
"OLKM01003595.1",1,33524
"OLKM01003600.1",1,33467
"OLKM01003601.1",1,33452
"OLKM01003608.1",1,33292
"OLKM01003611.1",1,33266
"OLKM01003614.1",1,33210
"OLKM01003617.1",1,33168
"OLKM01003624.1",1,33056
"OLKM01003632.1",1,32903
"OLKM01003654.1",1,32578
"OLKM01003656.1",1,32533
"OLKM01003679.1",1,32233
"OLKM01003689.1",1,32039
"OLKM01003691.1",1,31960
"OLKM01003707.1",1,31683
"OLKM01003720.1",1,31393
"OLKM01003728.1",1,31244
"OLKM01003745.1",1,30842
"OLKM01003748.1",1,30726
"OLKM01003752.1",1,30642
"OLKM01003772.1",1,30232
"OLKM01003778.1",1,30088
"OLKM01003785.1",1,30017
"OLKM01003795.1",1,29841
"OLKM01003808.1",1,29612
"OLKM01003811.1",1,29566
"OLKM01003813.1",1,29537
"OLKM01003820.1",1,29375
"OLKM01003827.1",1,29239
"OLKM01003829.1",1,29229
"OLKM01003831.1",1,29220
"OLKM01003836.1",1,29109
"OLKM01003837.1",1,29082
"OLKM01003841.1",1,29055
"OLKM01003843.1",1,29014
"OLKM01003852.1",1,28887
"OLKM01003862.1",1,28806
"OLKM01003877.1",1,28514
"OLKM01003895.1",1,28245
"OLKM01003899.1",1,28201
"OLKM01003908.1",1,27975
"OLKM01003909.1",1,27940
"OLKM01003910.1",1,27925
"OLKM01003921.1",1,27788
"OLKM01003924.1",1,27719
"OLKM01003928.1",1,27705
"OLKM01003944.1",1,27523
"OLKM01003946.1",1,27465
"OLKM01003949.1",1,27406
"OLKM01003956.1",1,27324
"OLKM01003965.1",1,27182
"OLKM01003968.1",1,27126
"OLKM01003971.1",1,27102
"OLKM01003983.1",1,26841
"OLKM01003984.1",1,26834
"OLKM01003990.1",1,26787
"OLKM01003996.1",1,26713
"OLKM01004003.1",1,26646
"OLKM01004004.1",1,26642
"OLKM01004015.1",1,26503
"OLKM01004018.1",1,26480
"OLKM01004026.1",1,26413
"OLKM01004028.1",1,26394
"OLKM01004029.1",1,26330
"OLKM01004032.1",1,26322
"OLKM01004044.1",1,26138
"OLKM01004058.1",1,25950
"OLKM01004059.1",1,25948
"OLKM01004061.1",1,25935
"OLKM01004063.1",1,25916
"OLKM01004068.1",1,25870
"OLKM01004070.1",1,25847
"OLKM01004071.1",1,25832
"OLKM01004077.1",1,25773
"OLKM01004078.1",1,25767
"OLKM01004082.1",1,25700
"OLKM01004086.1",1,25631
"OLKM01004087.1",1,25630
"OLKM01004089.1",1,25586
"OLKM01004090.1",1,25583
"OLKM01004094.1",1,25506
"OLKM01004103.1",1,25428
"OLKM01004104.1",1,25421
"OLKM01004108.1",1,25366
"OLKM01004125.1",1,25144
"OLKM01004126.1",1,25122
"OLKM01004128.1",1,25116
"OLKM01004132.1",1,25092
"OLKM01004144.1",1,24910
"OLKM01004149.1",1,24864
"OLKM01004156.1",1,24801
"OLKM01004157.1",1,24792
"OLKM01004163.1",1,24727
"OLKM01004165.1",1,24702
"OLKM01004184.1",1,24464
"OLKM01004187.1",1,24435
"OLKM01004188.1",1,24405
"OLKM01004194.1",1,24368
"OLKM01004209.1",1,24268
"OLKM01004218.1",1,24213
"OLKM01004224.1",1,24170
"OLKM01004231.1",1,24124
"OLKM01004234.1",1,24114
"OLKM01004235.1",1,24103
"OLKM01004241.1",1,24017
"OLKM01004243.1",1,24003
"OLKM01004250.1",1,23968
"OLKM01004251.1",1,23965
"OLKM01004256.1",1,23909
"OLKM01004257.1",1,23891
"OLKM01004260.1",1,23879
"OLKM01004262.1",1,23874
"OLKM01004271.1",1,23781
"OLKM01004288.1",1,23642
"OLKM01004291.1",1,23616
"OLKM01004298.1",1,23567
"OLKM01004300.1",1,23541
"OLKM01004310.1",1,23415
"OLKM01004311.1",1,23414
"OLKM01004314.1",1,23401
"OLKM01004316.1",1,23362
"OLKM01004325.1",1,23259
"OLKM01004326.1",1,23252
"OLKM01004327.1",1,23244
"OLKM01004332.1",1,23207
"OLKM01004333.1",1,23191
"OLKM01004338.1",1,23173
"OLKM01004341.1",1,23152
"OLKM01004344.1",1,23137
"OLKM01004347.1",1,23121
"OLKM01004349.1",1,23084
"OLKM01004352.1",1,23063
"OLKM01004353.1",1,23055
"OLKM01004354.1",1,23055
"OLKM01004355.1",1,23043
"OLKM01004360.1",1,23008
"OLKM01004368.1",1,22920
"OLKM01004376.1",1,22861
"OLKM01004378.1",1,22851
"OLKM01004382.1",1,22826
"OLKM01004384.1",1,22823
"OLKM01004388.1",1,22792
"OLKM01004391.1",1,22754
"OLKM01004395.1",1,22721
"OLKM01004398.1",1,22710
"OLKM01004399.1",1,22702
"OLKM01004403.1",1,22686
"OLKM01004408.1",1,22639
"OLKM01004411.1",1,22621
"OLKM01004413.1",1,22617
"OLKM01004418.1",1,22580
"OLKM01004419.1",1,22575
"OLKM01004421.1",1,22555
"OLKM01004426.1",1,22500
"OLKM01004448.1",1,22336
"OLKM01004451.1",1,22314
"OLKM01004452.1",1,22299
"OLKM01004454.1",1,22288
"OLKM01004467.1",1,22203
"OLKM01004471.1",1,22178
"OLKM01004472.1",1,22175
"OLKM01004474.1",1,22158
"OLKM01004476.1",1,22140
"OLKM01004479.1",1,22120
"OLKM01004481.1",1,22095
"OLKM01004490.1",1,22004
"OLKM01004496.1",1,21991
"OLKM01004497.1",1,21990
"OLKM01004500.1",1,21954
"OLKM01004511.1",1,21894
"OLKM01004538.1",1,21699
"OLKM01004552.1",1,21625
"OLKM01004558.1",1,21595
"OLKM01004559.1",1,21594
"OLKM01004573.1",1,21514
"OLKM01004574.1",1,21505
"OLKM01004607.1",1,21221
"OLKM01004608.1",1,21212
"OLKM01004616.1",1,21141
"OLKM01004625.1",1,21076
"OLKM01004633.1",1,21005
"OLKM01004634.1",1,20997
"OLKM01004640.1",1,20937
"OLKM01004643.1",1,20931
"OLKM01004644.1",1,20920
"OLKM01004646.1",1,20918
"OLKM01004647.1",1,20914
"OLKM01004650.1",1,20889
"OLKM01004651.1",1,20876
"OLKM01004652.1",1,20866
"OLKM01004656.1",1,20812
"OLKM01004664.1",1,20772
"OLKM01004671.1",1,20745
"OLKM01004679.1",1,20675
"OLKM01004686.1",1,20621
"OLKM01004688.1",1,20617
"OLKM01004698.1",1,20544
"OLKM01004703.1",1,20525
"OLKM01004706.1",1,20514
"OLKM01004713.1",1,20485
"OLKM01004717.1",1,20451
"OLKM01004718.1",1,20450
"OLKM01004719.1",1,20443
"OLKM01004726.1",1,20375
"OLKM01004729.1",1,20361
"OLKM01004732.1",1,20354
"OLKM01004733.1",1,20343
"OLKM01004734.1",1,20324
"OLKM01004737.1",1,20303
"OLKM01004743.1",1,20279
"OLKM01004750.1",1,20249
"OLKM01004754.1",1,20235
"OLKM01004760.1",1,20218
"OLKM01004764.1",1,20212
"OLKM01004774.1",1,20148
"OLKM01004786.1",1,20079
"OLKM01004788.1",1,20063
"OLKM01004789.1",1,20061
"OLKM01004792.1",1,20053
"OLKM01004796.1",1,20021
"OLKM01004807.1",1,19946
"OLKM01004809.1",1,19930
"OLKM01004823.1",1,19846
"OLKM01004828.1",1,19819
"OLKM01004836.1",1,19765
"OLKM01004837.1",1,19750
"OLKM01004862.1",1,19572
"OLKM01004866.1",1,19554
"OLKM01004870.1",1,19544
"OLKM01004881.1",1,19465
"OLKM01004888.1",1,19449
"OLKM01004889.1",1,19449
"OLKM01004895.1",1,19425
"OLKM01004906.1",1,19381
"OLKM01004911.1",1,19373
"OLKM01004913.1",1,19344
"OLKM01004915.1",1,19329
"OLKM01004929.1",1,19286
"OLKM01004932.1",1,19274
"OLKM01004935.1",1,19255
"OLKM01004941.1",1,19240
"OLKM01004952.1",1,19185
"OLKM01004956.1",1,19152
"OLKM01004961.1",1,19129
"OLKM01004973.1",1,19081
"OLKM01004975.1",1,19073
"OLKM01004978.1",1,19048
"OLKM01004980.1",1,19038
"OLKM01004996.1",1,18975
"OLKM01004997.1",1,18973
"OLKM01004999.1",1,18968
"OLKM01005011.1",1,18910
"OLKM01005013.1",1,18906
"OLKM01005014.1",1,18905
"OLKM01005015.1",1,18903
"OLKM01005017.1",1,18888
"OLKM01005020.1",1,18874
"OLKM01005023.1",1,18852
"OLKM01005030.1",1,18815
"OLKM01005037.1",1,18763
"OLKM01005045.1",1,18729
"OLKM01005055.1",1,18692
"OLKM01005059.1",1,18652
"OLKM01005074.1",1,18582
"OLKM01005075.1",1,18577
"OLKM01005088.1",1,18520
"OLKM01005094.1",1,18464
"OLKM01005106.1",1,18386
"OLKM01005108.1",1,18379
"OLKM01005125.1",1,18325
"OLKM01005126.1",1,18314
"OLKM01005127.1",1,18313
"OLKM01005130.1",1,18308
"OLKM01005132.1",1,18304
"OLKM01005136.1",1,18284
"OLKM01005139.1",1,18281
"OLKM01005141.1",1,18279
"OLKM01005142.1",1,18270
"OLKM01005143.1",1,18266
"OLKM01005144.1",1,18262
"OLKM01005148.1",1,18238
"OLKM01005150.1",1,18234
"OLKM01005157.1",1,18219
"OLKM01005163.1",1,18187
"OLKM01005168.1",1,18161
"OLKM01005171.1",1,18157
"OLKM01005173.1",1,18150
"OLKM01005178.1",1,18122
"OLKM01005189.1",1,18091
"OLKM01005190.1",1,18090
"OLKM01005195.1",1,18079
"OLKM01005220.1",1,17944
"OLKM01005221.1",1,17939
"OLKM01005223.1",1,17935
"OLKM01005226.1",1,17923
"OLKM01005230.1",1,17903
"OLKM01005241.1",1,17867
"OLKM01005246.1",1,17852
"OLKM01005249.1",1,17845
"OLKM01005254.1",1,17816
"OLKM01005284.1",1,17701
"OLKM01005292.1",1,17677
"OLKM01005301.1",1,17634
"OLKM01005303.1",1,17632
"OLKM01005309.1",1,17600
"OLKM01005315.1",1,17586
"OLKM01005325.1",1,17545
"OLKM01005326.1",1,17540
"OLKM01005333.1",1,17515
"OLKM01005351.1",1,17455
"OLKM01005353.1",1,17444
"OLKM01005367.1",1,17406
"OLKM01005370.1",1,17398
"OLKM01005392.1",1,17327
"OLKM01005400.1",1,17308
"OLKM01005407.1",1,17265
"OLKM01005431.1",1,17189
"OLKM01005441.1",1,17156
"OLKM01005443.1",1,17147
"OLKM01005446.1",1,17133
"OLKM01005457.1",1,17075
"OLKM01005464.1",1,17060
"OLKM01005478.1",1,17032
"OLKM01005479.1",1,17030
"OLKM01005481.1",1,17024
"OLKM01005509.1",1,16918
"OLKM01005520.1",1,16888
"OLKM01005522.1",1,16883
"OLKM01005524.1",1,16874
"OLKM01005530.1",1,16863
"OLKM01005554.1",1,16777
"OLKM01005559.1",1,16768
"OLKM01005565.1",1,16757
"OLKM01005566.1",1,16755
"OLKM01005568.1",1,16751
"OLKM01005578.1",1,16709
"OLKM01005581.1",1,16705
"OLKM01005583.1",1,16691
"OLKM01005593.1",1,16644
"OLKM01005594.1",1,16644
"OLKM01005600.1",1,16622
"OLKM01005624.1",1,16550
"OLKM01005625.1",1,16550
"OLKM01005627.1",1,16547
"OLKM01005632.1",1,16528
"OLKM01005645.1",1,16464
"OLKM01005652.1",1,16430
"OLKM01005660.1",1,16395
"OLKM01005663.1",1,16386
"OLKM01005665.1",1,16380
"OLKM01005670.1",1,16346
"OLKM01005674.1",1,16325
"OLKM01005683.1",1,16267
"OLKM01005686.1",1,16249
"OLKM01005692.1",1,16231
"OLKM01005697.1",1,16210
"OLKM01005700.1",1,16189
"OLKM01005709.1",1,16162
"OLKM01005711.1",1,16159
"OLKM01005728.1",1,16091
"OLKM01005731.1",1,16079
"OLKM01005732.1",1,16075
"OLKM01005750.1",1,16033
"OLKM01005765.1",1,15989
"OLKM01005775.1",1,15956
"OLKM01005779.1",1,15941
"OLKM01005783.1",1,15931
"OLKM01005787.1",1,15926
"OLKM01005789.1",1,15914
"OLKM01005791.1",1,15914
"OLKM01005793.1",1,15913
"OLKM01005797.1",1,15907
"OLKM01005804.1",1,15889
"OLKM01005809.1",1,15871
"OLKM01005815.1",1,15859
"OLKM01005825.1",1,15834
"OLKM01005826.1",1,15831
"OLKM01005827.1",1,15828
"OLKM01005831.1",1,15817
"OLKM01005838.1",1,15804
"OLKM01005841.1",1,15791
"OLKM01005849.1",1,15770
"OLKM01005851.1",1,15755
"OLKM01005852.1",1,15754
"OLKM01005857.1",1,15743
"OLKM01005860.1",1,15741
"OLKM01005875.1",1,15705
"OLKM01005880.1",1,15683
"OLKM01005885.1",1,15673
"OLKM01005900.1",1,15633
"OLKM01005904.1",1,15626
"OLKM01005906.1",1,15625
"OLKM01005923.1",1,15568
"OLKM01005924.1",1,15567
"OLKM01005927.1",1,15562
"OLKM01005931.1",1,15550
"OLKM01005932.1",1,15539
"OLKM01005934.1",1,15533
"OLKM01005950.1",1,15486
"OLKM01005959.1",1,15472
"OLKM01005963.1",1,15456
"OLKM01005970.1",1,15417
"OLKM01005984.1",1,15391
"OLKM01005987.1",1,15380
"OLKM01005997.1",1,15351
"OLKM01006010.1",1,15317
"OLKM01006018.1",1,15290
"OLKM01006022.1",1,15282
"OLKM01006026.1",1,15277
"OLKM01006032.1",1,15267
"OLKM01006035.1",1,15265
"OLKM01006044.1",1,15242
"OLKM01006047.1",1,15235
"OLKM01006048.1",1,15231
"OLKM01006061.1",1,15207
"OLKM01006064.1",1,15199
"OLKM01006068.1",1,15184
"OLKM01006077.1",1,15165
"OLKM01006078.1",1,15164
"OLKM01006084.1",1,15161
"OLKM01006090.1",1,15148
"OLKM01006102.1",1,15109
"OLKM01006113.1",1,15090
"OLKM01006116.1",1,15082
"OLKM01006120.1",1,15071
"OLKM01006123.1",1,15058
"OLKM01006127.1",1,15055
"OLKM01006129.1",1,15053
"OLKM01006131.1",1,15046
"OLKM01006132.1",1,15045
"OLKM01006148.1",1,15004
"OLKM01006155.1",1,14990
"OLKM01006162.1",1,14967
"OLKM01006165.1",1,14962
"OLKM01006168.1",1,14954
"OLKM01006171.1",1,14945
"OLKM01006182.1",1,14914
"OLKM01006199.1",1,14877
"OLKM01006228.1",1,14794
"OLKM01006231.1",1,14790
"OLKM01006233.1",1,14788
"OLKM01006245.1",1,14752
"OLKM01006257.1",1,14711
"OLKM01006266.1",1,14685
"OLKM01006269.1",1,14678
